col3,col33,col47,col65,col109,col121,col177,col197,col217,col229,col245,col261,col285,col305,col317,col365,col385,col405,col425,col445,col473,col493,col617,col641,col661,col681,col701,col713,col741,col761,col833,col853,col873,col893,col913,col933,col953,col973,col993,col1013,col1025,col1077,col1105,col1149,col1181,col1189,col1193,col1209,col1253,col1289,col1309,col1330,col1341,col1349,col1353,col1357,col1361,col1369,col1373,col1389,col1409,col1429,col1682,col1708,col1807,col1822,col1977,col1999,col2049,col2052,col2071,col2143,col2199,col2273,col2295,col2345,col2348,col2543,col2575,col2590,col2591,col2663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2093344.0,9.0,104000.0,,25.04,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044421.42,22.0,94650.63,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10402229.48,6.25,150434.0,,2.75,8082000.0,360.0,360.0,10000000.0,0.2560610222605129
,,,,,,,,,,0.5,0.25,2.0,2.0,46.25,2.0,27.0,12930829.0,16034684.0,33.0,53.0144,158.6456,,13044388.0,13244489.0,256076.0,64295.0,56.46,2.0,9.0,922353.0,276706.5,120.0,10.0,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8233097.4,9.0,174057.0,,2.0,4212000.0,,168.0,4212000.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8721474.19,5.0,160853.0,,2.0,7619000.0,360.0,360.0,9500000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9604139.4,12.0,277283.0,,36.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7662574.33,2.0,193711.0,,36.13,6138373.0,278.0,278.0,7440000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20224381.25,12.0,345764.0,,2.0,18270000.0,,362.0,18270000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394905.67,23.0,161835.0,,35.13,,,,,0.2562613816564786
,,,,,,,,,,0.5,0.5,,3.0,55.9,,16.0,13235092.0,31173059.0,1340.5,59.2466,18.1168,,,,,,,,,,,,30.0,,,2370000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,499951.0,,,38.2,,30000.0,13.0,499951.0,,1.75,17000000.0,360.0,360.0,,0.2570165748042274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5783095.1,17.666666666666668,178544.0,,35.54,2910000.0,240.0,240.0,2910000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6731729.41,27.0,138507.0,,2.0,5680000.0,300.0,300.0,5680000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6592399.68,13.0,182639.0,,36.15,,,,,0.2562613816564786
,,,,,,,,,,,0.5,0.5,2.0,33.61,,23.0,6348992.0,14274716.0,66.0,59.8983,30.2618,,7924447.0,7924447.0,220491.0,24360.0,35.94,,6.0,851579.0,281021.5,120.0,10.0,,,,,306568.0,,,13.5,867500.0,0.0285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7114673.97,12.0,179040.0,,36.09,3000000.0,180.0,180.0,3000000.0,0.2569397588923269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4304136.21,16.0,198952.0,,21.17,3000000.0,240.0,240.0,2504000.0,0.256437301200215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6876435.3,15.0,291447.0,,26.25,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5933760.35,11.0,152153.0,,36.71,6162837.0,182.0,182.0,4547000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6537424.37,13.0,198255.0,,34.13,1700000.0,122.0,122.0,2210000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4196423.17,7.0,186506.0,,22.11,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7728728.31,4.0,141625.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3877360.09,7.0,172841.0,,23.18,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7250088.04,27.0,195115.0,,36.87,7728000.0,362.0,362.0,,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,303592.0,,,29.6,1.82,8757596.74,6.0,303592.0,,29.6,5700000.0,240.0,240.0,5700000.0,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,30.0,6000000.0,6000000.0,,,,,,,6403265.82,10.0,192060.0,,35.31,,,,,0.2586341101751527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6805503.1,14.5,199009.0,,36.95,4750000.0,,302.0,6175000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14638928.41,17.0,365958.0,,40.9,6900000.0,,218.0,8970000.0,0.2570165748042274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5962304.39,19.0,184848.0,,33.3,,,,,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,55.7386,37.6068,,24491330.0,24491330.0,404147.3333333333,87655.66666666667,60.6,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13910940.16,24.857142857142858,280517.0,,2.0,11040000.0,,360.0,11040000.0,0.257057005135558
,,,,-1.5,0.2340425531914893,,,,,0.902439024390244,0.0975609756097561,1.804878048780488,2.707317073170732,55.0,2.7804878048780486,14.878048780487806,8089506.128205128,15310411.743589744,671.4878048780488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,189921.0,,2.0,56.11,2.19,11035062.7,5.0,169365.0,2.0,2.0,9484300.0,360.0,360.0,9484300.0,0.2570165748042274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9010924.27,26.0,125434.0,,3.0,,,,,0.2562613816564786
,,,,17.0,0.1111111111111111,,,,,,,,,,,,,,,41.387,2.1701,,8484674.57142857,7925647.571428572,229007.14285714287,27071.14285714286,37.1,,11.571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,221580.0,,,37.2,2.26,7958689.75,11.2,230128.0,,37.1,,,,,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,345797.0,,2.0,39.8,,14102585.38,12.0,345797.0,,2.0,,,,,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4182352.32,4.0,89118.95,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011310.15,2.0,101645.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4119236.6,19.0,186768.0,,21.55,2790000.0,,300.0,3627000.0,0.2586341101751527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3962221.3,6.666666666666667,185882.0,,23.9,3750000.0,240.0,240.0,5625000.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,,,,,,,,,6307960.18,11.0,182857.0,,37.88,5500000.0,,180.0,5500000.0,0.2532157349660566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5446014.7,2.0,215161.0,,26.69,5167000.0,360.0,360.0,5167000.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140920.0,4.0,106000.0,,25.04,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5457485.2,6.0,192916.0,,29.52,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4362775.34,26.0,178068.0,,25.83,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6072225.43,2.0,151790.0,,40.07,5200000.0,300.0,300.0,5200000.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6140844.6,5.0,158814.0,,37.75,5280000.0,,240.0,6864000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,240934.0,,,37.94,2.16,9169057.37,12.0,240934.0,,37.94,,,,,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4891253.01,6.75,143302.0,,35.38,901000.0,,156.0,4000000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585579.07,16.4,191575.0,,36.1,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585579.07,11.0,191575.0,,36.1,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22326165.5,14.0,301546.0,,3.0,18458733.0,,300.0,23073417.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7096117.38,2.0,286139.0,,27.59,7400000.0,,,5676000.0,0.2573476190144638
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21207546.04,13.0,333066.0,,2.0,11237546.0,242.0,242.0,14608809.0,0.2567183659523679
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,216957.0,,2.0,49.32,,10049517.9,8.5,216957.0,,2.0,,,,,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666666666666666,274278.0,2.0,2.0,56.78,,10000.0,23.0,262138.0,2.0,2.0,,,,,0.2625982842551083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104548.53,9.0,149480.0,,33.65,3350000.0,180.0,180.0,4355000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8771565.46,20.0,213353.0,,36.87,7026000.0,360.0,360.0,7026000.0,0.2560610222605129
,,,,-12.0,,,,,,0.4444444444444444,0.4444444444444444,0.3333333333333333,1.8888888888888888,20.16,,26.11111111111111,3603436.555555556,16270709.444444444,3436.4444444444443,52.0333,113.55,,7806194.0,8121722.0,217746.0,23238.0,35.85,,16.0,650000.0,195000.0,120.0,10.0,,,,,,,0.5,13.5,892000.0,0.0666666666666666,,,,,,,,,,,,,,,,,,,,,,,16.0,217746.0,,,35.85,1.27,10000.0,16.0,217746.0,,35.85,,,,,0.264987099494032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4314726.88,6.0,166350.0,,24.46,3450000.0,360.0,360.0,4485000.0,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8468654.09,5.0,288143.0,,29.46,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801433.33,7.666666666666667,192793.0,,20.36,1800000.0,120.0,120.0,1800000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560842.5,11.0,193582.0,,42.4,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5474216.05,9.0,145689.0,,34.86,5800000.0,,240.0,5800000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9906235.53,12.0,194150.0,,2.0,8000000.0,360.0,360.0,8800000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,245784.0,,,37.29,2.38,9516191.75,5.0,245784.0,,37.29,,,,,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8722114.71,14.0,274667.0,,35.32,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4951818.26,20.75,224225.0,,1.75,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9286077.82,15.0,217472.0,,40.39,7486000.0,180.0,180.0,8000000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7138719.25,4.0,192250.0,,35.28,6000000.0,,240.0,7800000.0,0.2695098211586361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4604907.74,6.0,135892.0,,31.45,3506000.0,,144.0,3506000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5792437.63,7.666666666666667,156428.0,,1.3333333333333333,4788000.0,,240.0,6224000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,64.543,40.5371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,166174.0,,,34.84,1.62,6391249.2,10.0,166174.0,,34.84,4500000.0,360.0,360.0,4090399.0,0.2666367954201561
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734769.39,9.0,178341.0,,22.1,2945000.0,240.0,240.0,2945000.0,0.257674629497707
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4442467.64,8.0,181921.0,,26.14,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7270062.76,9.0,213064.0,,33.67,5689359.0,362.0,362.0,7396166.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,346110.0,,2.0,39.9,,13779789.0,9.0,346110.0,,2.0,,,,,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5359129.94,16.0,224727.0,,25.27,4490000.0,240.0,240.0,6735000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2212284.0,2.0,94000.0,,25.04,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9832900.0,8.0,154000.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8111577.38,2.0,271773.0,,33.2,5684000.0,170.0,170.0,5684000.0,0.2572174233749946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4628984.25,6.0,122887.0,,37.75,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7741749.1,20.0,197892.0,,37.83,4877000.0,,242.0,4877000.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7089857.19,20.0,256292.0,,29.74,5608097.0,360.0,360.0,6168906.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7089857.19,20.0,256292.0,,29.74,5608097.0,,360.0,6168906.0,0.2569190620677391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5064204.96,6.0,190206.0,,23.27,5200000.0,314.0,314.0,5200000.0,0.2562613816564786
,,,,,0.15,,,,,0.2222222222222222,0.3846153846153846,1.8461538461538465,3.1538461538461537,67.0,1.1538461538461535,19.76923076923077,7772202.615384615,16778878.0,257.2307692307692,59.8983,30.2618,,9815685.2,10215935.2,147317.8,32519.93333333333,67.74,3.0,4.933333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,158529.0,,3.0,67.54,1.9,11092261.23,2.0,145006.0,3.0,3.0,9524250.0,360.0,360.0,95242501.0,0.2629735268927546
,,,,,,,,,,,,,,,,,,,,55.7483,37.6171,,,,,,,,,,,,29.33333333333333,,12000000.0,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,192483.0,,,22.73,1.17,4365138.59,11.0,192483.0,,22.73,,,,,0.2598589098033733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,288910.0,,,26.14,1.52,7391265.25,10.0,288910.0,,26.14,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7232467.8,2.0,161295.0,,46.32,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373625.2,,82211.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213603.34,20.0,196686.0,,21.17,3000000.0,180.0,180.0,3000000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4607837.78,15.0,203585.0,,22.18,3000000.0,362.0,362.0,3000000.0,0.257674629497707
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5306107.4,22.0,171057.0,,28.27,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4159391.6,10.0,169611.0,,26.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13203739.0,10.0,170941.0,,3.0,11680000.0,240.0,240.0,12000000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249926.98,6.0,174514.0,,2.0,6500000.0,240.0,240.0,,0.2567183659523679
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390511.61,2.0,158064.0,,33.65,4700000.0,360.0,360.0,6000000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390511.61,2.0,158064.0,,33.65,4700000.0,,360.0,6000000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4603869.3,23.0,128136.0,,2.0,,,,,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,415556.0,,,26.5,,11213214.42,12.0,415556.0,,26.5,,,,,0.2687907968053002
,,,0.0727272727272727,27.0,0.0454545454545454,,,,,0.0192307692307692,0.9423076923076924,0.8461538461538461,1.1346153846153846,49.15,2.423076923076923,25.192307692307693,6950679.346153846,10761932.307692308,372.86538461538464,55.7483,55.9053,0.0294117647058823,8680600.176470589,8328623.617647059,263271.64705882355,25691.60714285714,49.32,1.088235294117647,7.147058823529412,,,,,,,,,,,,,,,,,,,,,4.0,28.0,,,,,30.91,30.90999984741211,30.91,7808666.0,8354695.0,270291.0,,,,,6.0,249596.0,,,34.95,,9840149.27,6.0,249596.0,,34.95,8670000.0,313.0,313.0,9000000.0,0.2648221248195989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361995.43,10.0,148941.0,,33.48,3900000.0,240.0,240.0,5000000.0,0.2594619331867309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8078440.09,12.0,221962.0,,35.65,3032640.0,302.0,302.0,3942342.0,0.2993696299918906
,,,,,,,,,,0.0909090909090909,0.65,1.35,1.55,45.0,7.45,28.6,7877498.0,12180038.25,107.45,55.7483,37.6171,0.6666666666666666,8489297.0,8213629.666666667,243096.3333333333,26397.33333333333,35.13,,25.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,251864.0,,,34.49,,11508861.01,28.0,251864.0,,34.49,10200000.0,360.0,360.0,10200000.0,0.2570165748042274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9663923.18,8.0,186151.0,,2.0,7000000.0,180.0,180.0,7000000.0,0.2560610222605129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341302.89,9.0,159959.0,,31.45,5015000.0,,240.0,6519000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,257721.0,,2.0,40.84,3.04,10410172.38,9.0,257721.0,,2.0,8400000.0,60.0,60.0,12000000.0,0.2889058863423117
,,,,,,,,,,,,,,,,,,,,53.2859,34.3691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9660122.29,4.0,170342.0,,2.0,4672000.0,302.0,302.0,6070000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4551959.8,6.0,129525.0,,38.56,,,,,0.256195169300048
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965077.84,10.0,176970.0,,22.11,3610000.0,240.0,240.0,3568000.0,0.2562613816564786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5926017.35,13.0,142571.0,,38.75,2966000.0,,240.0,4300000.0,0.2515890965784454
